小韻號,韻部原貌,最簡描述,反切覈校前,反切,字頭覈校前,字頭,釋義,釋義補充,圖片id
28,東,清一東平,倉紅,,聦,聰,聞也明也察也聽也殷仲堪父患耳聰聞牀下蟻動謂之牛鬬出晉書,,上平12右
28,東,清一東平,倉紅,,繱,𦇎,色青黃又細絹,,上平12右
28,東,清一東平,倉紅,,𤧚,璁,石似玉也,,上平12右
28,東,清一東平,倉紅,,騘,驄,馬青白雜色,,上平12右
28,東,清一東平,倉紅,,䗓,蟌,蜻蜓淮南子曰蝦蟆爲鶉水蠆爲蟌,,上平12右
28,東,清一東平,倉紅,,囪,,竈突,,上平12右
28,東,清一東平,倉紅,,𨣭,𨣼,𨣼𨢊濁酒,,上平12右
28,東,清一東平,倉紅,,鍯,鏓,大鑿平木器,,上平12右
28,東,清一東平,倉紅,,㷓,熜,熅也又子孔切,,上平12右
28,東,清一東平,倉紅,,𢉛,𢊕,屋階中會又子孔切,,上平12右
29,東,透一東平,他紅,,通,,達也三禮圖曰通天冠一名高山冠上之所服也亦州名本漢宕渠縣內有地萬餘頃因名爲萬州後魏以萬州居四達之路改爲通州又姓出姓苑他紅切九,,上平12右
29,東,透一東平,他紅,,蓪,,蓪草藥名中有小孔通氣,,上平12右
29,東,透一東平,他紅,,侗,,大也,,上平12右
29,東,透一東平,他紅,,恫,,痛也,,上平12右
29,東,透一東平,他紅,,痌,,上同,痛也,上平12右
29,東,透一東平,他紅,,曈,,曈曨欲明之皃,,上平12右
29,東,透一東平,他紅,,俑,,俑偶人又音勇,,上平12右
29,東,透一東平,他紅,,𧳆,,獸名似豕出泰山又音同,,上平12右
29,東,透一東平,他紅,,𨀜,,走皃,,上平12右
30,東,精一東平,子紅,,葼,,木細枝也子紅切二十一,,上平12右
30,東,精一東平,子紅,,鬷,,釜屬又姓左傳鄭大夫鬷明,,上平12右
30,東,精一東平,子紅,,嵕,,九嵕山名,,上平12右
30,東,精一東平,子紅,,猣,,犬生三子,,上平12右
30,東,精一東平,子紅,,豵,,豕生三子,,上平12右
30,東,精一東平,子紅,,鯼,,石首魚名,,上平12右
30,東,精一東平,子紅,,椶,,椶櫚一名蒲葵,,上平12右
30,東,精一東平,子紅,,騣,,馬鬣,,上平12右
30,東,精一東平,子紅,,𩮀,𩮰,上同,馬鬣,上平12右
30,東,精一東平,子紅,,䗥,,螉䗥蟲名,,上平12右
30,東,精一東平,子紅,,嵸,,巃嵸又作孔切,,上平12右
30,東,精一東平,子紅,,艐,,書傳云三艐國名說文云船著沙不行也,,上平12右
30,東,精一東平,子紅,,蝬,,三蝬蛤屬出臨海異物志,,上平12左
30,東,精一東平,子紅,,堫,,種也,,上平12左
30,東,精一東平,子紅,,𥓻,,石也,,上平12左
30,東,精一東平,子紅,,翪,,聳翅上下皃,,上平12左
30,東,精一東平,子紅,,緵,,縷也又作弄切,,上平12左
30,東,精一東平,子紅,,㚇,,飛而斂足又子貢切,,上平12左
30,東,精一東平,子紅,,㣭,,數也,,上平12左
30,東,精一東平,子紅,,稯,,禾束,,上平12左
30,東,精一東平,子紅,,鬉,,毛亂,,上平12左
31,東,並一東平,薄紅,,蓬,,草名亦州名周割巴州之伏虞郡於此置蓬州因蓬山而名之薄紅切十,,上平12左
31,東,並一東平,薄紅,,𥭗,,車軬,,上平12左
31,東,並一東平,薄紅,,篷,,織竹夾箬覆舟也,,上平12左
31,東,並一東平,薄紅,,髼,,髼䯳髮亂皃,,上平12左
31,東,並一東平,薄紅,,蜂,,蟲名出蒼頡篇又音峯,,上平12左
31,東,並一東平,薄紅,,芃,,芃芃草盛皃又音馮,,上平12左
31,東,並一東平,薄紅,,𧚋,,爾雅曰困衱𧚋亦作袶又音降,,上平12左
31,東,並一東平,薄紅,,韸,,鼓聲,,上平12左
31,東,並一東平,薄紅,,䮾,,充塞皃又音龍瀧,,上平12左
31,東,並一東平,薄紅,,𩖛,,風皃又步留切,,上平12左
32,東,曉一東平,呼東,,烘,,火皃呼東切又音紅六,,上平12左
32,東,曉一東平,呼東,,叿,,叿叿市人聲,,上平12左
32,東,曉一東平,呼東,,魟,,河魚似鼈,,上平12左
32,東,曉一東平,呼東,,谾,,谷空皃出字林,,上平12左
32,東,曉一東平,呼東,,𩐠,,𩐠䪦大聲,,上平12左
32,東,曉一東平,呼東,,𩗄,,大風,,上平12左
33,東,疑一東平,五東,,㟅,,崆㟅山皃五東切又魚江切一,,上平12左
34,東,心一東平,蘇公,,檧,𣞷,小籠蘇公切又先孔切三,,上平12左
34,東,心一東平,蘇公,,憽,𢤄,惺𢤄了慧人也,,上平12左
34,東,心一東平,蘇公,,㬝,,白皃出聲譜,,上平12左
35,冬,端冬平,都宗,,冬,,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,,上平12左
35,冬,端冬平,都宗,,𠔙,,古文,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,上平12左
35,冬,端冬平,都宗,,苳,,草名,,上平12左
35,冬,端冬平,都宗,,䳉,鴤,鴤鳥好入水食似鳧形小,,上平12左
35,冬,端冬平,都宗,,笗,,竹名,,上平12左
35,冬,端冬平,都宗,,𩂓,,雨皃,,上平12左
35,冬,端冬平,都宗,,𧲴,,獸如豹有角,,上平12左
36,冬,定冬平,徒冬,,彤,,赤也丹飾也亦姓彤伯爲成王宗伯徒冬切二十二,,上平12左
36,冬,定冬平,徒冬,,疼,,痛也,,上平12左
36,冬,定冬平,徒冬,,佟,,姓也北燕錄有遼東佟萬以文章知名,,上平12左
36,冬,定冬平,徒冬,,炵,,火盛皃又他冬切,,上平12左
36,冬,定冬平,徒冬,,䳋,,鳥名䳋渠狀如山雞黑身赤足出山海經也,,上平12左
36,冬,定冬平,徒冬,,鼕,,鼓聲,,上平12左
36,冬,定冬平,徒冬,,𢥞,,𢥞𢥞憂也出楚詞,,上平12左
36,冬,定冬平,徒冬,,𢾮,,擊空聲,,上平12左
36,冬,定冬平,徒冬,,爞,,旱熱,,上平12左
36,冬,定冬平,徒冬,,㤏,,惶也,,上平12左
36,冬,定冬平,徒冬,,痋,,動病,,上平12左
36,冬,定冬平,徒冬,,䂈,,剌矛,,上平12左
36,冬,定冬平,徒冬,,鉵,,大鉏,,上平12左
36,冬,定冬平,徒冬,,𧹝,,赤色,,上平13右
36,冬,定冬平,徒冬,,𩦶,,黑虎,,上平13右
36,冬,定冬平,徒冬,,浵,,水名亦水皃,,上平13右
36,冬,定冬平,徒冬,,䶱,,龜名又音終,,上平13右
36,冬,定冬平,徒冬,,𠩁,,楚云深屋,,上平13右
36,冬,定冬平,徒冬,,鉖,,鈞鉖,,上平13右
36,冬,定冬平,徒冬,,𨜳,,古國名,,上平13右
36,冬,定冬平,徒冬,,㠽,,戎云幡也,,上平13右
36,冬,定冬平,徒冬,,赨,,赤蟲,,上平13右
37,冬,從冬平,藏宗,,賨,,戎稅說文曰南蠻賦也藏宗切十一,,上平13右
37,冬,從冬平,藏宗,,琮,,說文云琮瑞玉大八寸似車釭周禮曰以黃琮禮地,,上平13右
37,冬,從冬平,藏宗,,悰,,慮也一曰樂也,,上平13右
37,冬,從冬平,藏宗,,潨,潀,小水入大水也又徂紅職戎二切,,上平13右
37,冬,從冬平,藏宗,,淙,,水聲又士江切,,上平13右
37,冬,從冬平,藏宗,,慒,,謀也又似由切,,上平13右
37,冬,從冬平,藏宗,,鬃,,高髻又士江切,,上平13右
37,冬,從冬平,藏宗,,㼻,,甖屬又士江切,,上平13右
37,冬,從冬平,藏宗,,孮,,爲族盛孮鄉,,上平13右
37,冬,從冬平,藏宗,,誴,,謀誴樂也,,上平13右
37,冬,從冬平,藏宗,,𢃏,,帛𢃏又布名,,上平13右
38,冬,泥冬平,奴冬,,農,,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,,上平13右
38,冬,泥冬平,奴冬,,䢉,,上同,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,上平13右
38,冬,泥冬平,奴冬,,辳,,古文,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,上平13右
38,冬,泥冬平,奴冬,,𨑋,,籀文,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,上平13右
38,冬,泥冬平,奴冬,,𩟊,,䭢𩟊強食䭢女耕切,,上平13右
38,冬,泥冬平,奴冬,,噥,,多言不中,,上平13右
38,冬,泥冬平,奴冬,,𩅽,,露多,,上平13右
38,冬,泥冬平,奴冬,,憹,,㦀憹悅也,,上平13右
38,冬,泥冬平,奴冬,,㺜,,多毛犬也又乃刀切,,上平13右
38,冬,泥冬平,奴冬,,儂,,我也,,上平13右
38,冬,泥冬平,奴冬,,𧗕,,說文曰腫血也,,上平13右
38,冬,泥冬平,奴冬,,膿,,上同,說文曰腫血也,上平13右
39,冬,見冬平,古冬,,攻,,治也作也擊也伐也古冬切二,,上平13右
39,冬,見冬平,古冬,,釭,,燈也又音江,,上平13右
40,冬,匣冬平,戶冬,,䃔,,䃔䃧石落聲戶冬切四,,上平13右
40,冬,匣冬平,戶冬,,洚,,說文曰水不遵道一曰下也孟子曰洚水警子,,上平13右
40,冬,匣冬平,戶冬,,㗢,,歌也又胡宋徒送二切,,上平13右
40,冬,匣冬平,戶冬,,𩘎,,大風,,上平13右
41,冬,來冬平,力冬,,䃧,,力冬切三,,上平13右
41,冬,來冬平,力冬,,䥢,𪔢,鼓聲,,上平13右
41,冬,來冬平,力冬,,𣫣,,聲也,,上平13右
42,冬,精冬平,作冬,,宗,,眾也本也尊也亦官名漢書宗正秦官也掌親屬亦姓周鄉宗伯之後出南陽又漢複姓二氏前漢有宗伯鳳南燕錄有宗正謙善卜相作冬切二,,上平13右
42,冬,精冬平,作冬,,倧,,上古神人,,上平13右
43,冬,心冬平,私宗,,鬆,,髼鬆髮亂皃私宗切三,,上平13右
43,冬,心冬平,私宗,,䯳,,上同,髼鬆髮亂皃私宗切三,上平13右
44,冬,透冬平,他冬,,炵,,火色他冬切一,,上平13右
45,鍾,章鍾平,職容,,鍾,,當也酒器也又量名左傳曰釜十則鍾亦姓出潁川又漢複姓有鍾離氏世本云與秦同祖其後因封爲姓職容切十八,,上平13左
45,鍾,章鍾平,職容,,鐘,,樂器也呂氏春秋云黃帝命伶倫鑄寸二器世本曰垂作鐘,,上平13左
45,鍾,章鍾平,職容,,蚣,,䘀螽蟲,,上平13左
45,鍾,章鍾平,職容,,忪,,心動皃,,上平13左
45,鍾,章鍾平,職容,,䇗,,長節竹也,,上平13左
45,鍾,章鍾平,職容,,蹱,,躘蹱小兒行皃,,上平13左
45,鍾,章鍾平,職容,,彸,,征彸行皃,,上平13左
45,鍾,章鍾平,職容,,衳,,小褌也,,上平13左
45,鍾,章鍾平,職容,,伀,,志及眾也,,上平13左
45,鍾,章鍾平,職容,,橦,,字㨾云本音同今借爲木橦字,,上平13左
45,鍾,章鍾平,職容,,籦,,籠籦竹名廣志云可爲笛,,上平13左
45,鍾,章鍾平,職容,,妐,,夫之兄也,,上平13左
45,鍾,章鍾平,職容,,㕬,,眾口也,,上平13左
45,鍾,章鍾平,職容,,𧢸,,舉角也,,上平13左
45,鍾,章鍾平,職容,,炂,,熱化也,,上平13左
45,鍾,章鍾平,職容,,𦬘,,草名,,上平13左
45,鍾,章鍾平,職容,,𨳗,,門外開𨳗,,上平13左
45,鍾,章鍾平,職容,,鈆,,鐵鈆,,上平13左
46,鍾,來鍾平,力鍾,,龍,,通也和也寵也鱗蟲之長也易曰雲從龍又姓舜納言龍之後力鍾切九,,上平13左
46,鍾,來鍾平,力鍾,,𪚝,,圭爲龍文,,上平13左
46,鍾,來鍾平,力鍾,,躘,,躘蹱,,上平13左
46,鍾,來鍾平,力鍾,,鸗,,鳥名,,上平13左
46,鍾,來鍾平,力鍾,,驡,,野馬,,上平13左
46,鍾,來鍾平,力鍾,,𪚠,,巫也,,上平13左
46,鍾,來鍾平,力鍾,,籠,,𥳎籠竹車軬亦籦籠竹又力東力董二切,,上平13左
46,鍾,來鍾平,力鍾,,𦪽,,小船上安蓋者,,上平13左
46,鍾,來鍾平,力鍾,,蘢,,蘢古草,,上平13左
47,鍾,書鍾平,書容,,舂,,世本曰雍父作舂呂氏春秋曰赤冀作舂書容切六,,上平13左
47,鍾,書鍾平,書容,,𧐍,,蜙蝑俗呼𧐍𧑓,,上平13左
47,鍾,書鍾平,書容,,摏,,撞也,,上平13左
47,鍾,書鍾平,書容,,蹖,,蹋也,,上平13左
47,鍾,書鍾平,書容,,𪄻,,𪇆𪄻鳥名,,上平13左
47,鍾,書鍾平,書容,,憃,,愚也,,上平13左
48,鍾,邪鍾平,祥容,,松,,木名玄中記曰松脂淪入地千歲爲茯苓亦州名舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,,上平13左
48,鍾,邪鍾平,祥容,,㮤,,古文,木名玄中記曰松脂淪入地千歲爲茯苓亦州名舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,上平13左
48,鍾,邪鍾平,祥容,,淞,凇,凍落皃又先恭切,,上平13左
48,鍾,邪鍾平,祥容,,訟,,爭獄又徐用切,,上平13左
49,鍾,昌鍾平,尺容,,𧘂,,當也向也突也說文曰通道也尺容切十一,,上平13左
49,鍾,昌鍾平,尺容,,衝,,上同,當也向也突也說文曰通道也尺容切十一,上平13左
49,鍾,昌鍾平,尺容,,罿,,網也又音童,,上平13左
49,鍾,昌鍾平,尺容,,憧,,憧憧往來皃,,上平13左
49,鍾,昌鍾平,尺容,,䡴,,陷陣車,,上平13左
49,鍾,昌鍾平,尺容,,艟,,艨艟戰船,,上平13左
49,鍾,昌鍾平,尺容,,潼,,河潼又音同,,上平13左
49,鍾,昌鍾平,尺容,,褈,,褈褣衣也,,上平13左
49,鍾,昌鍾平,尺容,,𠟍,,剌也,,上平13左
49,鍾,昌鍾平,尺容,,𠝤,,同上,剌也,上平13左
49,鍾,昌鍾平,尺容,,䂌,,短矛也,,上平13左
50,鍾,以鍾平,餘封,,容,,盛也儀也受也爾雅曰容謂之防郭璞云形如今牀頭小曲屏風唱䠶者所以自防隱司馬法云軍容不入國國容不入軍是也又州名又姓入凱仲容之後禮記有徐大夫容居餘封切三十五,,上平13左
50,鍾,以鍾平,餘封,,溶,,水皃又音勇,,上平14右
50,鍾,以鍾平,餘封,,滽,,水名出宜蘇山,,上平14右
50,鍾,以鍾平,餘封,,庸,,常也用也功也和也次也易也又姓漢有庸光,,上平14右
50,鍾,以鍾平,餘封,,𦤘,,古文,常也用也功也和也次也易也又姓漢有庸光,上平14右
50,鍾,以鍾平,餘封,,𧴄,,獸似牛領有肉也,,上平14右
50,鍾,以鍾平,餘封,,㺎,,,獸似牛領有肉也,上平14右
50,鍾,以鍾平,餘封,,𤛑,,並上同,獸似牛領有肉也,上平14右
50,鍾,以鍾平,餘封,,墉,,城也垣也,,上平14右
50,鍾,以鍾平,餘封,,鎔,,鎔鑄,,上平14右
50,鍾,以鍾平,餘封,,鏞,,大鐘,,上平14右
50,鍾,以鍾平,餘封,,銿,,上同說文與鐘同,大鐘,上平14右
50,鍾,以鍾平,餘封,,鄘,,國名,,上平14右
50,鍾,以鍾平,餘封,,傭,,傭賃又丑凶切,,上平14右
50,鍾,以鍾平,餘封,,𪅟,,𪅟𪆫鳥名似鴨雞足也,,上平14右
50,鍾,以鍾平,餘封,,㼸,,甖也,,上平14右
50,鍾,以鍾平,餘封,,𤮇,,同上,甖也,上平14右
50,鍾,以鍾平,餘封,,鱅,,魚名又音慵,,上平14右
50,鍾,以鍾平,餘封,,蓉,,芙蓉,,上平14右
50,鍾,以鍾平,餘封,,䗤,,𧌁䗤色如黃蛇有羽,,上平14右
50,鍾,以鍾平,餘封,,傛,,傛華縣也又漢書婦官有傛華,,上平14右
50,鍾,以鍾平,餘封,,褣,,𧝎褣,,上平14右
50,鍾,以鍾平,餘封,,搈,,不安,,上平14右
50,鍾,以鍾平,餘封,,瑢,,瑽瑢佩玉行也,,上平14右
50,鍾,以鍾平,餘封,,䈶,,䈶䇯又矢,,上平14右
50,鍾,以鍾平,餘封,,嵱,,山名在容州山下有鬼市,,上平14右
50,鍾,以鍾平,餘封,,頌,,形頌又似用切,,上平14右
50,鍾,以鍾平,餘封,,㝐,,㝐盛也說文云古文容,,上平14右
50,鍾,以鍾平,餘封,,䡆,,車行皃,,上平14右
50,鍾,以鍾平,餘封,,㟾,,㟾山在建州,,上平14右
50,鍾,以鍾平,餘封,,𨲟,,餝𨲟,,上平14右
50,鍾,以鍾平,餘封,,𪃾,,𪃾鸀,,上平14右
50,鍾,以鍾平,餘封,,槦,,㮧槦木中箭笴,,上平14右
50,鍾,以鍾平,餘封,,㣑,,重影一曰形㣑,,上平14右
50,鍾,以鍾平,餘封,,𢧳,,𢧳戣兵器,,上平14右
51,鍾,幫鍾平,府容,,封,,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五,,上平14右
51,鍾,幫鍾平,府容,,𡉚,,古文,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五,上平14右
51,鍾,幫鍾平,府容,,犎,,野牛,,上平14右
51,鍾,幫鍾平,府容,,葑,,菜名詩云采葑采菲,,上平14右
51,鍾,幫鍾平,府容,,崶,,山名一名龍門山在封州大魚上化爲龍上不得點額流血水謂丹色也,,上平14右
52,鍾,曉鍾平,許容,,胷,,膺也亦作匈𦙄許容切十,,上平14右
52,鍾,曉鍾平,許容,,凶,,凶禍,,上平14右
52,鍾,曉鍾平,許容,,𣧑,,古文,凶禍,上平14右
52,鍾,曉鍾平,許容,,銎,,懼也又斤斧柄孔又曲恭切,,上平14右
52,鍾,曉鍾平,許容,,洶,,水勢也,,上平14右
52,鍾,曉鍾平,許容,,恟,,懼也,,上平14右
52,鍾,曉鍾平,許容,,𧧗,,訟也,,上平14右
52,鍾,曉鍾平,許容,,兇,,惡也,,上平14右
52,鍾,曉鍾平,許容,,訩,,眾語,,上平14右
52,鍾,曉鍾平,許容,,匈,,匈奴,,上平14左
53,鍾,疑鍾平,魚容,,顒,,仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四,,上平14左
53,鍾,疑鍾平,魚容,,𩤛,,上同見廣蒼,仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四,上平14左
53,鍾,疑鍾平,魚容,,鰅,,魚名說文曰皮有文出樂浪又音隅,,上平14左
53,鍾,疑鍾平,魚容,,喁,,噞喁,,上平14左
54,鍾,影鍾平,於容,,邕,,說文曰四方有水自邕成池者是也於容切十六,,上平14左
54,鍾,影鍾平,於容,,雍,,和也與邕略同又雍奴縣名在幽州水經云四方有水曰雍不流曰奴亦姓左傳有雍糾又於用切,,上平14左
54,鍾,影鍾平,於容,,噰,,鳥聲,,上平14左
54,鍾,影鍾平,於容,,嗈,,上同,鳥聲,上平14左
54,鍾,影鍾平,於容,,郺,,郺𨑊多皃,,上平14左
54,鍾,影鍾平,於容,,澭,,水名在宋,,上平14左
54,鍾,影鍾平,於容,,灉,,上同爾雅曰水自河出爲灉,水名在宋,上平14左
54,鍾,影鍾平,於容,,癰,,癰癤,,上平14左
54,鍾,影鍾平,於容,,罋,,汲器,,上平14左
54,鍾,影鍾平,於容,,廱,,辟廱天子教宮,,上平14左
54,鍾,影鍾平,於容,,饔,,熟食,,上平14左
54,鍾,影鍾平,於容,,壅,,塞又音擁,,上平14左
54,鍾,影鍾平,於容,,雝,,爾雅曰䳭鴒雝渠,,上平14左
54,鍾,影鍾平,於容,,𪄉,,上同,爾雅曰䳭鴒雝渠,上平14左
54,鍾,影鍾平,於容,,㻾,,玉器,,上平14左
54,鍾,影鍾平,於容,,𧴗,,獸似猨也,,上平14左
55,鍾,孃鍾平,女容,,醲,,厚酒女容切八,,上平14左
55,鍾,孃鍾平,女容,,𨑊,,郺𨑊,,上平14左
55,鍾,孃鍾平,女容,,濃,,厚也,,上平14左
55,鍾,孃鍾平,女容,,襛,,襛華又衣厚皃又而容切,,上平14左
55,鍾,孃鍾平,女容,,穠,,花木厚又而容切,,上平14左
55,鍾,孃鍾平,女容,,檂,,木名,,上平14左
55,鍾,孃鍾平,女容,,𪒬,,𪒒𪒬,,上平14左
55,鍾,孃鍾平,女容,,𨲳,,多也,,上平14左
56,鍾,澄鍾平,直容,,重,,複也曡也直容切又直勇直用二切六,,上平14左
56,鍾,澄鍾平,直容,,穜,,先種晚熟曰穜,,上平14左
56,鍾,澄鍾平,直容,,緟,,說文云增益也,,上平14左
56,鍾,澄鍾平,直容,,褈,,複也,,上平14左
56,鍾,澄鍾平,直容,,䳯,,䳯𪄹鳥名,,上平14左
56,鍾,澄鍾平,直容,,蝩,,蠶晚生者,,上平14左
57,鍾,從鍾平,疾容,,從,,就也又姓漢有將軍從公何氏姓苑云今東莞人疾容切又即容七恭秦用三切三,,上平14左
